gene_name	regulator	sign
glnA	tnrA	-1
glnA	glnR	-1
ywtF	sigM	1
ytcC	sigK	1
yulC	rhaR	0
rocA	sigL	1
rocA	rocR	1
rocA	codY	-1
rocA	ahrC	1
rocA	abrB	-1
exuR	sigE	1
exuR	sigA	1
exuR	exuR	-1
exuR	ccpA	-1
exuR	spoIIID	-1
yngB	yclJ	1
hisS	T-box-HIS	1
hisS	T-box-ASP	1
yngK	sigK	1
spoVK	sigK	1
spoVK	sigE	1
spoVK	spoIIID	1
senS	senS	1
senS	abrB	-1
bglA	yydK	0
ytrA	sigA	1
ytrA	ytrA	-1
mreC	sigM	1
mreC	sigH	1
yusR	sigE	1
opuE	sigB	1
opuE	sigA	1
opuE	ccpA	1
opuE	codY	0
lytC	sigD	1
lytC	sigA	1
lytC	yvrHb	-1
lytC	slrR	-1
lytC	lytR	-1
mgsR	sigB	1
mgsR	mgsR	1
qodI	qdor	-1
qodI	lmrA	-1
pycA	stringent response	1
rimO	sigA	1
rimO	hrcA	-1
rimO	arfM	0
ylzA	sigF	1
spmB	sigE	1
spmB	spoIIID	-1
yolJ	yvrHb	1
yolJ	rok	-1
yolJ	abrB	-1
yolJ	abh	1
yocD	abrB	-1
yybH	sigE	1
cheA	sigD	1
cheA	sigA	1
cheA	spo0A	-1
cheA	codY	-1
adcC	sigA	1
adcC	zur	-1
pgsE	degU	1
pgsE	tnrA	0
ykoS	sigG	1
cotR	sigK	1
cotR	codY	0
ypbQ	sigG	1
ylaA	ylaC	1
ylaA	sigA	1
ylaA	spx	1
sspP	sigG	1
sspP	spoVT	1
sspP	codY	0
yozM	lexA	-1
yozM	ccpA	-1
yybA	yybA	0
ypqA	sigK	1
ypqA	sigE	1
ytvA	spx	1
cgeC	sigK	1
cgeC	gerE	1
ylbF	spo0A	-1
ctaO	abrB	-1
glnM	sigE	1
glnM	tnrA	1
glnM	codY	0
sat	sigA	1
sat	S-box-SAM	-1
sat	cymR	-1
atpE	stringent response	-1
exuT	sigE	1
exuT	sigA	1
exuT	exuR	-1
exuT	ccpA	-1
exuT	spoIIID	-1
yqgW	ccpA	0
yvoA	sigA	1
yvoA	nagR	-1
yvoA	ccpA	-1
ppiB	sigA	1
ppiB	sigK	1
yrhH	sigX	1
yrhH	sigW	1
yrhH	sigM	1
yhaM	sigE	1
yhaM	lexA	-1
dapG	sigK	1
dapG	sigA	1
yrdP	czrA	-1
yojK	sigK	1
yxeA	yxdJ	1
pyrR	sigA	1
pyrR	pyrR	1
pyrR	purR	-1
coaD	RNA - ylbH	0
xkdJ	xpf	1
sspI	sigG	1
yttA	tnrA	-1
tuaG	sigF	1
tuaG	sigA	1
tuaG	phoP	1
malL	sigK	1
malL	sigE	1
malL	mdxR	0
ysmA	ccpA	0
yqxI	spo0A	1
yqxI	ccpA	-1
yqxI	abrB	-1
coxA	sigE	1
coxA	sigG	1
coxA	spoVT	1
epsI	sigA	1
epsI	sigH	1
epsI	sinR	-1
epsI	eAR	0
epsI	abrB	-1
mbl	sigE	1
mbl	stringent response	-1
fliP	sigD	1
fliP	sigA	1
fliP	spo0A	-1
fliP	codY	-1
tuaF	sigF	1
tuaF	sigA	1
tuaF	phoP	1
yrkO	yrkP	1
lrgA	ccpA	0
lrgA	lytT	0
ykuD	sigK	1
ykuD	ccpA	-1
yvyG	sigD	1
yvyG	sigA	1
yvyG	scoC	-1
yvyG	degU	1
yvyG	comK	1
yxeB	fur	-1
glcR	comK	1
glcR	glcR	0
pdxT	spo0A	-1
spoIIIC	sigK	1
spoIIIC	sigE	1
spoIIIC	spoIIID	1
spoIIIC	gerE	-1
spoIIIC	gerR	-1
ykvZ	bglZ	0
thyA	sigK	1
sigD	sigD	1
sigD	sigA	1
sigD	spo0A	-1
sigD	codY	-1
hemB	sigA	1
hemB	perR	-1
ykcB	yrkP	1
ykcB	yclJ	1
yqhV	sigE	1
yqhV	gerR	-1
yqhV	spoIIID	-1
yqhV	gerE	-1
yolA	abrB	-1
acoR	sigG	1
acoR	ccpA	-1
yclJ	resD	1
yhcH	sigG	1
yhcH	comK	1
yhcH	gabR	0
yvrH	yvrHb	1
yhaN	lexA	-1
yteA	sigG	1
yteA	spoVT	1
opuBB	sigA	1
opuBB	gbsR	-1
opuBB	codY	0
opuBB	yvbF/YvaV	0
ywrA	ywrC	0
yknU	sigE	1
yknU	spoIIID	1
prmA	sigA	1
prmA	hrcA	-1
prmA	arfM	0
yufO	codY	-1
fnr	sigA	1
fnr	resD	1
fnr	nsrR	-1
fnr	fnr	1
citH	sigE	1
citH	spoIIID	-1
citH	ccpA	0
yoaW	sigE	1
yoaW	abrB	-1
besA	fur	-1
besA	abrB	-1
folD	stringent response	-1
folD	purR	-1
sspK	sigG	1
gntK	sigK	1
gntK	sigA	1
gntK	gntR	-1
gntK	ccpA	-1
gntK	abrB	1
gntK	ccpB	-1
copA	csoR	-1
ykrK	ykrK	-1
ymfJ	sigG	1
tagA	sigA	1
tagA	walR	1
tagA	phoP	-1
ctaC	sigA	1
ctaC	resD	1
ctaC	ccpA	-1
ctaC	abrB	-1
ctaC	abh	-1
yvfS	yvfU	0
ycgL	sigG	1
pbpF	sigG	1
pbpF	sigA	1
mhqA	mhqR	-1
yflS	malR	1
cotA	sigK	1
cotA	spoIIID	-1
cotA	gerE	-1
yyaO	sigK	1
tuaH	sigF	1
tuaH	sigA	1
tuaH	phoP	1
yhxD	sigB	1
yodB	yodB	-1
yycQ	sigK	1
yycQ	sigE	1
ytlI	sigA	1
ytlI	cymR	-1
ytlI	spx	-1
ytlI	ytlI	0
iscS.1	codY	0
ydeH	abrB	-1
dctB	sigB	1
ybbA	sigA	1
ybbA	fur	-1
ybbA	citB	1
ybbA	btr	1
ybbA	glcR	0
yhcE	sigG	1
yhcE	comK	1
yhcE	gabR	0
yqcK	sigF	1
yqcK	sigA	1
yqcK	arsR	-1
pckA	sigA	1
pckA	ccpN	-1
yisB	comK	1
yozQ	sigG	1
yozQ	spoVT	-1
rpsJ	stringent response	-1
hemN	sigA	1
hemN	arfM	1
braB	codY	0
ganP	lacR	-1
ganP	ccpA	0
htrC	sigG	1
levD	sigL	1
levD	levR	1
levD	ccpA	-1
yciC	sigA	1
yciC	zur	-1
opuCA	codY	0
opuCA	yvbF/YvaV	0
yisJ	sigK	1
ydaS	sigB	1
mmsA	sigA	1
mmsA	iolR	-1
mmsA	ccpA	-1
gmuC	sigA	1
gmuC	gmuR	-1
gmuC	ccpA	-1
gmuC	abrB	1
yjdH	sigE	1
ywoF	abrB	-1
ywoF	abh	-1
ywoF	tnrA	0
flgK	sigD	1
flgK	sigA	1
flgK	scoC	-1
flgK	degU	1
flgK	comK	1
dacB	sigE	1
dacB	spoIIID	-1
yvbH	sigE	1
opuCD	codY	0
opuCD	yvbF/YvaV	0
htrA	sigA	1
htrA	cssR	1
htrA	htrA	-1
araE	sigA	1
araE	ccpA	-1
araE	araR	-1
folEA	sigA	1
yhcB	sigG	1
yhcB	comK	1
rbsR	sigA	1
rbsR	ccpA	-1
rbsR	abrB	1
rbsR	rbsR	0
yaaH	sigE	1
yaaH	sigB	1
yaaH	spoIIID	-1
ylxY	sigE	1
ylxY	spoIIID	-1
skfF	spo0A	1
skfF	phoP	1
skfF	abrB	-1
ykfB	codY	-1
ycsF	sigK	1
ycsF	tnrA	1
ycsF	kipR	-1
trmF	comK	1
yloB	sigE	1
yloB	spoIIID	-1
mntB	mntR	-1
comA	sigA	1
yxbB	codY	-1
yxbB	abrB	-1
comEA	sigA	1
comEA	comN	0
comEA	comK	1
rpsD	sigA	1
rpsD	stringent response	-1
ycgF	sigE	1
ycgF	spoIIID	-1
yoaF	sigW	1
yxeE	sigK	1
yxeE	gerE	1
dltA	sigX	1
dltA	sigM	1
dltA	sigD	1
dltA	yvrHb	1
dltA	stringent response	-1
dltA	spo0A	-1
yusO	mdtR	-1
htrB	cssR	1
amtB	sigA	1
amtB	tnrA	1
fbp	sigA	1
azlD	azlB	-1
ugtP	sigM	1
yfkT	sigB	1
yufQ	codY	-1
lcfA	fadR	-1
lcfA	ccpA	-1
mcsB	sigF	1
mcsB	sigB	1
mcsB	sigA	1
mcsB	ctsR	-1
ydbM	cymR	-1
purN	sigA	1
purN	purR	-1
purN	G-box-HXTX	1
purN	G-box-GUA	1
ytaB	sigB	1
yneA	lexA	-1
yneA	comK	1
rplGA	sigA	1
rplGA	stringent response	-1
rsfA	sigG	1
rsfA	sigF	1
rsfA	rsfA	-1
spoIIE	sigA	1
spoIIE	spo0A	1
spoIIE	sinR	-1
ymcB	fur	0
yfkQ	sigG	1
ywtG	sigB	1
yjbA	sigF	1
yvrP	comK	1
yvrP	abrB	-1
pbuX	sigA	1
pbuX	purR	-1
pbuX	G-box-HXTX	1
pbuX	G-box-GUA	1
nagP.1	nagR	-1
yraG	sigG	1
yuaE	codY	0
acdA	sigA	1
acdA	fadR	-1
bcsA	sigG	1
cidA	ywbI	0
kipR	sigK	1
kipR	tnrA	1
kipR	kipR	-1
yxeQ	sigA	1
yxeQ	cymR	-1
yxeQ	spx	-1
yvaA	sigB	1
trnD.Leu2	sigA	1
rplX	stringent response	-1
yjnA	codY	0
yceC	sigX	1
yceC	sigW	1
yceC	sigM	1
yceC	sigB	1
yceC	sigA	1
carB	sigA	1
carB	ahrC	-1
carB	abrB	1
carB	tnrA	0
gntZ	sigA	1
gntZ	sigK	1
gntZ	gntR	-1
gntZ	ccpA	-1
gntZ	abrB	1
gntZ	ccpB	-1
yodF	tnrA	-1
yodF	codY	0
fliE	sigD	1
fliE	sigA	1
fliE	spo0A	-1
fliE	codY	-1
ywbF	abrB	-1
citS	ccpA	0
ruvA	lexA	-1
rpmI	sigA	1
rpmI	stringent response	-1
rpmI	rplT	-1
scoB	sigE	1
scoB	ccpA	-1
scoB	spoIIID	-1
argD	sigA	1
argD	ahrC	-1
argD	abrB	1
argD	tnrA	0
dppD	sigA	1
dppD	codY	-1
dppD	abrB	-1
czcD	czrA	-1
pnbA	abrB	-1
fruR	fruR	-1
fruR	spo0A	-1
fruR	ccpA	-1
ykuK	sigA	1
ykuK	spo0A	1
ykuK	ccpC	-1
ykuK	ccpA	-1
yfmE	fur	-1
sigY	sigY	1
atpI	stringent response	-1
rplT	sigA	1
rplT	stringent response	-1
rplT	rplT	-1
ywdA	sigA	1
ywdA	sacT	1
ywdA	ccpA	-1
ywdA	sacY	1
rpsG	stringent response	-1
folC	sigA	1
folC	T-box-VAL	1
sspA	sigG	1
sspA	spoVT	1
yoyD	tnrA	0
yoyD	codY	0
recO	tnrA	0
sdhC	sigA	1
sdhC	fsrA	-1
sdhC	ccpA	-1
ytnJ	sigA	1
ytnJ	ytlI	1
ytnJ	cymR	-1
ytnJ	spx	-1
ypzK	sigK	1
ypzK	sigA	1
ypzK	FMN-box	-1
yfiZ	fur	-1
ybyB	sigB	1
srfAA	sigA	1
srfAA	spx	-1
srfAA	perR	1
srfAA	comA	1
srfAA	codY	-1
srfAA	abh	-1
dtpT	sigE	1
dtpT	scoC	-1
dtpT	tnrA	0
flgD	sigD	1
flgD	sigA	1
flgD	spo0A	-1
flgD	codY	-1
xkdH	xpf	1
deoC	sigA	1
deoC	sigK	1
deoC	deoR	-1
deoC	ccpA	-1
spbC	spo0A	1
spbC	rok	-1
spbC	abrB	-1
yuzF	sigK	1
csbB	sigX	1
csbB	sigB	1
frlN	frlR	-1
frlN	codY	-1
cotE	sigK	1
cotE	sigE	1
cotE	gerE	-1
kdgA	sigA	1
kdgA	kdgR	-1
kdgA	ccpA	-1
rex.1	stringent response	-1
rex.1	rex	-1
yjdG	sigE	1
yjdG	abrB	-1
flgL	sigD	1
flgL	sigA	1
flgL	scoC	-1
flgL	degU	1
flgL	comK	1
serS	T-box-SER	1
argB	sigA	1
argB	ahrC	-1
argB	abrB	1
argB	tnrA	0
mcpC	sigD	1
mcpC	codY	0
yvgO	sigB	1
yvgO	sigK	1
yvgO	abrB	-1
ydgG	lexA	-1
argS	T-box-ARG	1
licC	sigA	1
licC	licR	1
licC	ccpA	-1
licC	rbsR	0
sboX	sigA	1
sboX	rok	-1
sboX	resD	1
sboX	abrB	-1
opuCB	codY	0
opuCB	yvbF/YvaV	0
dnaN	sigG	1
dnaN	sigA	1
dnaN	spo0A	-1
dnaN	dnaA	-1
prkA	sigE	1
ctaB	sigA	1
ctaB	resD	1
rsbS	sigB	1
rsbS	sigA	1
truA	stringent response	-1
fhuD	fur	-1
lctP	sigA	1
lctP	rex	-1
lctP	resD	1
lctP	arfM	1
lctP	alsR	1
lctP	fnr	0
licH	sigA	1
licH	licR	1
licH	ccpA	-1
licH	rbsR	0
obg	sigA	1
ctpB	sigG	1
ctpB	sigE	1
ctpB	spoVT	-1
ylbB	sigF	1
ylbB	ccpA	0
rsbX	sigB	1
rsbX	sigA	1
rsbX	ccpA	-1
dppE	sigA	1
dppE	codY	-1
dppE	abrB	-1
ywoD	ytrA	-1
tnrA	sigA	1
tnrA	tnrA	1
tnrA	glnR	-1
ytpA	sigM	1
dtd	sigB	1
tagD	sigA	1
tagD	walR	1
tagD	phoP	-1
dltC	sigX	1
dltC	sigM	1
dltC	sigD	1
dltC	yvrHb	1
dltC	stringent response	-1
dltC	spo0A	-1
yceE	sigX	1
yceE	sigW	1
yceE	sigM	1
yceE	sigB	1
yceE	sigA	1
pabC	sigA	1
pabC	TRAP	-1
bsdD	bsdA	1
ohrA	sigA	1
ohrA	ohrR	-1
clpC	sigF	1
clpC	sigB	1
clpC	sigA	1
clpC	ctsR	-1
pgdS	sigD	1
pgdS	tnrA	0
spo0M	sigW	1
spo0M	sigH	1
pgsB	degU	1
pgsB	tnrA	0
motA	sigD	1
ymdA	sigK	1
atpF	stringent response	-1
tuaC	sigA	1
tuaC	phoP	1
xkdC	xre	-1
rpmD	stringent response	-1
ytcP	ccpA	0
ytcP	rmgR	0
thiO	Thi-box	-1
thiO	tenI	-1
gltC	sigA	1
gltC	gltC	-1
gltC	gltC0	-1
gltC	tnrA	0
spoIVFB	sigE	1
spoIVFB	spoIIID	-1
tagE	sigA	1
tagE	walR	1
tagE	phoP	-1
pbpH	abrB	-1
yvqJ	abrB	-1
salA	salA	-1
salA	ccpA	0
ylaJ	sigG	1
hemX	sigA	1
hemX	perR	-1
cypC	sigB	1
phrK	sigH	1
phrK	abrB	-1
ytpQ	spx	1
natB.1	abrB	-1
cheW	sigD	1
cheW	sigA	1
cheW	spo0A	-1
cheW	codY	-1
nusA	sigA	1
nusA	stringent response	-1
bmrU	sigB	1
bmrU	sigA	1
bmrU	mta	1
bmrU	bmrR	1
aslA	codY	-1
aslA	abrB	-1
pdaA	sigG	1
hisB	hisR	0
yusD	spo0A	1
yjdB	phoP	1
yjdB	abrB	-1
comZ	sigA	1
comZ	spo0A	-1
kdgR	sigA	1
kdgR	kdgR	-1
kdgR	ccpA	-1
ywnH	sigE	1
yfhK	sigW	1
yfhK	sigB	1
yfmG	abrB	-1
comGG	sigA	1
comGG	comK	1
comGG	comZ	-1
yybK	rok	-1
yybK	spo0A	1
codV	sigA	1
codV	codY	-1
ykzF	sigA	1
ykzF	spo0A	1
ykzF	ccpA	-1
ykzF	ccpC	-1
xynD	abrB	-1
kdgK	sigA	1
kdgK	kdgR	-1
kdgK	ccpA	-1
yrkQ	yrkP	1
yrkD	sigK	1
yrkD	yrkD	0
spsI	sigK	1
spsI	sigE	1
ubiX	bsdA	1
spoIIIAF	sigE	1
spoIIIAF	gerR	-1
spoIIIAF	spoIIID	-1
spoIIIAF	gerE	-1
fadR	sigA	1
fadR	fadR	-1
fadR	ccpA	-1
ylyA	sigG	1
ylyA	spoVT	1
ftsW	yofA	1
levF	sigL	1
levF	levR	1
levF	ccpA	-1
serA	codY	0
yhdJ	yhdI/YdeL	0
araP	sigA	1
araP	ccpA	-1
araP	araR	-1
ytkL	sigB	1
splA	sigG	1
splA	splA	-1
yxdL	yxdJ	1
ytxJ	sigH	1
ytxJ	sigB	1
bioF	birA	-1
rapE	sigH	1
rapE	sigA	1
rapE	comA	1
rapE	codY	-1
alsR	alsR	0
yokK	abrB	-1
sirC	sigA	1
sirC	S-box-SAM	-1
sirC	cymR	-1
brnQ	azlB	-1
nagBB	ybgA	0
pstC	phoP	1
ftsE	spo0A	-1
yqxM	sigA	1
yqxM	sinR	-1
yqxM	abrB	-1
yqxM	spo0A	1
rpmF	stringent response	-1
ctaG	sigA	1
ctaG	resD	1
ctaG	ccpA	-1
ctaG	abrB	-1
ctaG	abh	-1
ymaB	sigA	1
ymaB	resD	1
ymaB	nrdR	0
sacA	sigA	1
sacA	sacT	1
sacA	ccpA	-1
sacA	sacY	1
ypuC	sigB	1
yvbW	T-box-LEU	0
pucH	sigA	1
pucH	sigE	1
pucH	tnrA	1
pucH	pucR	1
clpE	sigA	1
clpE	ctsR	-1
alaS	T-box-ALA	0
yoxB	sigB	1
yxzE	sigW	1
yxzE	abrB	-1
minC	sigM	1
minC	sigH	1
yhgE	yhgD	0
rlmB	sigA	1
rlmB	T-box-CYS	1
sboA	sigA	1
sboA	rok	-1
sboA	resD	1
sboA	abrB	-1
ilvD	codY	-1
acpA	sigA	1
acpA	fapR	-1
yhcY	sigA	1
yhcY	sigE	1
yhcY	liaR	1
artP	ahrC	0
bglH	sigA	1
bglH	licT	1
bglH	ccpA	-1
ywqC	abrB	-1
scpA	stringent response	-1
fliG	sigD	1
fliG	sigA	1
fliG	spo0A	-1
fliG	codY	-1
ssbA	stringent response	-1
ssbA	comK	1
ruvB	lexA	-1
buk	sigL	1
buk	codY	-1
buk	bkdR	1
buk	tnrA	-1
bceA	bceR	1
glcK	ccpA	0
yabR	sigE	1
yabR	sigX	1
yabR	sigW	1
yabR	spoIIID	-1
yesR	yesS	0
yesR	ccpA	0
flhO	sigD	1
flhO	sigE	1
flhO	stringent response	-1
menF	sigA	1
cotJC	sigE	1
cotJC	spoIIID	1
ahpF	sigA	1
ahpF	perR	-1
yqzE	sigA	1
yqzE	comK	1
yqzE	comZ	-1
groEL	sigA	1
groEL	hrcA	-1
yvyE	spo0A	-1
nagA	sigA	1
nagA	nagR	-1
nagA	ccpA	-1
ylxM	sigA	1
plsX	sigA	1
plsX	fapR	-1
plsX	comA	1
rpsK	stringent response	-1
cotP	sigK	1
cotP	gerE	-1
ispE	sigE	1
thiE	sigA	1
bioI	birA	-1
xkdA	lexA	-1
yrbG	sigG	1
yrbG	sigE	1
yrbG	spoIIID	-1
yesV	yesS	1
yesV	ccpA	0
yoqM	abrB	-1
sdhB	sigA	1
sdhB	fsrA	-1
sdhB	ccpA	-1
ytrF	sigA	1
ytrF	ytrA	-1
yqaK	sknR	-1
yjgB	sigB	1
cotX	sigK	1
cotX	gerE	1
cotX	spoIIID	-1
parC	lexA	-1
ctsR	sigB	1
ctsR	sigA	1
ctsR	ctsR	-1
codY	sigA	1
codY	codY	-1
ykuL	sigA	1
ykuL	spo0A	1
ykuL	ccpA	-1
ykuL	ccpC	-1
spsJ	sigK	1
spsJ	sigE	1
spoIIID	sigE	1
yhjR	sigK	1
yhjR	sigE	1
yhjR	gerE	-1
yybR	hypR	1
ytnM	sigA	1
ytnM	ytlI	1
ytnM	cymR	-1
ytnM	spx	-1
yvfT	yvfU	0
yhjM	abrB	-1
yhjM	ntdR	0
tagB	sigA	1
tagB	walR	1
tagB	phoP	-1
spcB	stringent response	-1
mtnX	sigA	1
mtnX	S-box-SAM	-1
yknW	sigW	1
yknW	abrB	-1
ywlF	tnrA	-1
gpr	sigG	1
gpr	sigF	1
gpr	spoVT	-1
gpr	rsfA	1
cotO	sigE	1
ssuC	sigA	1
ssuC	cymR	-1
ssuC	spx	-1
ytwI	sigK	1
slrR	sinR	-1
slrR	abrB	-1
slrR	abh	1
gutR	ccpA	-1
gutR	gutR	0
sumT	sigA	1
sumT	S-box-SAM	-1
sumT	cymR	-1
yoxC	sigB	1
ktrA	ydaO riboswitch	1
fosB	sigW	1
sleB	sigG	1
sleB	spoVT	-1
yojJ	sigG	1
ykvI	sigE	1
ykvI	spoIIID	-1
proI	T-box-PRO	1
yhcA	sigG	1
yhcA	comK	1
ykzI	sigB	1
ykzI	sigK	1
folEB	sigA	1
folEB	zur	-1
sirB	sigA	1
sirB	S-box-SAM	-1
sirB	cymR	-1
ydjH	sigW	1
ydjH	abrB	-1
mtnE	sigA	1
iolG	sigA	1
iolG	iolR	-1
iolG	ccpA	-1
gerBC	sigG	1
gerBC	spoVT	-1
ygaN	sigA	1
ygaN	cymR	-1
ygaN	spx	-1
yrbE	degA	0
rplB	stringent response	-1
asnH	codY	-1
asnH	abrB	-1
aprX	sigA	1
aprX	sigK	1
aprX	lexA	-1
ogt	sigH	1
ogt	sigA	1
ogt	codY	0
tsf	stringent response	-1
argG	ahrC	-1
yjcH	codY	0
yozL	lexA	-1
yuzL	sigA	1
yuzL	sdpR	1
yuzL	fadR	-1
yuzL	ccpA	-1
spoVAD	sigG	1
spoVAD	spoVT	1
pdhA	sigA	1
pdhA	stringent response	-1
comEB	sigA	1
comEB	comN	0
comEB	comK	1
pabA	sigA	1
pabA	TRAP	-1
csbD	sigB	1
dhbF	sigA	1
dhbF	fur	-1
dhbF	abrB	-1
yfkD	sigB	1
yfkD	sigG	1
yaaI	sigB	1
ygxB	sigB	1
thiS	Thi-box	-1
thiS	tenI	-1
yhcC	sigG	1
yhcC	comK	1
yhfW	sigF	1
yonT	as-yonT	-1
htpG	sigA	1
spoVB	sigE	1
spoVB	spoIIID	-1
yhdB	sigE	1
yknZ	sigW	1
yknZ	abrB	-1
thiT	Thi-box	-1
pbuE	A-box-ADE	1
yusN	sigG	1
yusN	spoVT	-1
yitD	sigK	1
yitD	sigE	1
yitD	spoIIID	-1
fruA	fruR	-1
fruA	spo0A	-1
fruA	ccpA	-1
flhA	sigD	1
flhA	sigA	1
flhA	spo0A	-1
flhA	codY	-1
trpP	sigA	1
trpP	TRAP	-1
yfkE	sigG	1
yfkE	sigB	1
oxdC	yvrI-YvrHa	1
rsbRD	sigB	1
dctR	sigA	1
dctR	dctR	1
dctR	ccpA	-1
thiD	Thi-box	-1
thiD	tenI	-1
resC	sigA	1
resC	resD	1
resC	phoP	1
resC	ccpA	-1
yfnG	sigK	1
yfnG	sigE	1
comER	sigE	1
fliR	sigD	1
fliR	sigA	1
fliR	spo0A	-1
fliR	codY	-1
yrrS	sigF	1
yrrS	sigE	1
spo0F	sigH	1
spo0F	sigA	1
spo0F	spo0A	1
ycnK	ycnK	-1
ycnK	abrB	-1
bsaA	sigH	1
yrrT	sigA	1
yrrT	spx	1
yrrT	cymR	-1
yoxA	sigH	1
yoxA	sigB	1
pucB	sigA	1
pucB	tnrA	1
pucB	pucR	1
bacF	sigH	1
bacF	scoC	-1
bacF	codY	-1
bacF	abrB	-1
yvgN	sigB	1
yvgN	sinR	-1
nucA	comK	1
phrE	sigH	1
phrE	sigA	1
phrE	comA	1
phrE	codY	-1
phrE	ccpA	-1
phrE	abrB	-1
ycgQ	sigM	1
yokL	abrB	-1
liaS	sigA	1
liaS	liaR	1
liaS	abrB	-1
yxaB	sigB	1
yxaB	abrB	-1
yxzF	sigB	1
ymfH	mta	1
dctS	sigA	1
dctS	dctR	1
dctS	ccpA	-1
yetO	sigE	1
ybxG	codY	0
ycsG	sigK	1
ycsG	tnrA	1
ycsG	kipR	-1
thiV	sigK	1
thiV	Thi-box	-1
yqfQ	sigK	1
menC	sigA	1
spsG	sigK	1
spsG	sigE	1
epsB	sigA	1
epsB	sigH	1
epsB	sinR	-1
epsB	abrB	-1
thiM	sigA	1
coaX	sigM	1
purD	sigA	1
purD	purR	-1
purD	G-box-HXTX	1
purD	G-box-GUA	1
yokJ	abrB	-1
yqjX	lexA	-1
yuxL	sigH	1
rocC	sigL	1
rocC	rocR	1
rocC	codY	-1
rocC	ahrC	1
rocC	abrB	-1
yhcJ	sigK	1
yneF	spo0A	1
yneF	lexA	0
ileS	T-box-ILE	1
gudP	ycbG	-1
cotC	sigK	1
cotC	spoIIID	-1
cotC	gerE	1
ytrD	sigA	1
ytrD	ytrA	-1
ybdN	abrB	-1
yurZ	sigG	1
drm	sigA	1
drm	ccpA	-1
srfAD	sigA	1
srfAD	spx	-1
srfAD	perR	1
srfAD	comA	1
srfAD	codY	-1
srfAD	abh	-1
rpsF	stringent response	-1
rpsF	comK	1
ylqB	sigD	1
ylqB	abrB	-1
cgeA	sigK	1
cgeA	gerR	1
cgeA	gerE	1
sspJ	sigG	1
spoIIIAE	sigE	1
spoIIIAE	gerR	-1
spoIIIAE	spoIIID	-1
spoIIIAE	gerE	-1
ybxB	stringent response	-1
ganB	lacR	-1
ganB	ccpA	0
yhcO	sigK	1
yhcO	sigE	1
yfkO	sigF	1
yfkO	hypR	1
ctaE	sigA	1
ctaE	resD	1
ctaE	ccpA	-1
ctaE	abrB	-1
ctaE	abh	-1
sspC	sigG	1
sspC	spoVT	1
frlO	frlR	-1
frlO	codY	-1
